Precision 0,Precision 1,Recall 0,Recall 1,Specificity 0,Specificity 1,F1 Score,MCC,Accuracy
0.9674355495251018,0.9545970488081725,0.9468791500664011,0.9722543352601156,0.9722543352601156,0.9468791500664011,0.960195883976414,0.9205819005882783,0.9604449938195303
