Precision 0,Precision 1,Recall 0,Recall 1,Specificity 0,Specificity 1,F1 Score,MCC,Accuracy
0.9495586380832283,0.9562841530054644,0.9495586380832283,0.9562841530054644,0.9562841530054644,0.9495586380832283,0.9529213955443463,0.9058427910886927,0.9531615925058547
