Precision 0,Precision 1,Recall 0,Recall 1,Specificity 0,Specificity 1,F1 Score,MCC,Accuracy
0.9093023255813953,0.9870283018867925,0.9861286254728878,0.9147540983606557,0.9147540983606557,0.9861286254728878,0.9478381834846079,0.898603793186391,0.9478922716627635
